Id;R;Nome;Squadra;Pg;Mv;Mf;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
3;P;RADUNOVIC;Cagliari;1;5,5;1,5;0;4;0;0;0;0;0;0;0;0
4;P;SPORTIELLO;Atalanta;1;6;4;0;2;0;0;0;0;0;0;0;0
11;D;CONTI;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
15;D;MASIELLO;Genoa;2;5,25;5;0;0;0;0;0;0;0;1;0;0
22;C;DE ROON;Atalanta;6;5,75;5,67;0;0;0;0;0;0;0;1;0;0
27;C;GRASSI;Cagliari;5;5,83;5,83;0;0;0;0;0;0;0;0;0;0
41;P;MIRANTE;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
42;P;SARR M.;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
45;D;FERRARI A.;Sampdoria;1;0;0;0;0;0;0;0;0;0;0;0;0
50;D;MBAYE;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
58;C;DIAWARA;Roma;1;0;0;0;0;0;0;0;0;0;0;0;0
73;D;GAGLIOLO;Salernitana;7;5,58;5,67;0;0;0;0;0;0;1;1;0;0
76;D;ROMAGNOLI S.;Empoli;5;5,6;5,6;0;0;0;0;0;0;0;0;0;0
90;A;LASAGNA;Verona;5;5,38;5,38;0;0;0;0;0;0;0;0;0;0
118;D;RADOVANOVIC;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
133;P;SKORUPSKI;Bologna;9;6,17;4;0;19;0;0;0;0;0;1;0;0
140;D;HYSAJ;Lazio;9;5,56;5,83;1;0;0;0;0;0;0;1;0;0
142;D;MARIO RUI;Napoli;9;6,17;6,22;0;0;0;0;0;0;2;3;0;0
144;D;TONELLI;Empoli;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0
148;C;KRUNIC;Milan;5;6,4;6,6;0;0;0;0;0;0;1;0;0;0
150;C;SAPONARA;Fiorentina;8;6,5;7,33;1;0;0;0;0;0;2;0;0;0
152;C;ZIELINSKI;Napoli;8;6,12;6,75;1;0;0;0;0;0;2;0;0;0
158;P;LEZZERINI;Venezia;2;6,25;4,5;0;3;0;0;0;0;0;1;0;0
160;P;TATARUSANU;Milan;3;6,17;4,83;0;4;0;0;0;0;0;0;0;0
170;C;BADELJ;Genoa;8;5,56;5,56;0;0;0;0;0;0;0;0;0;0
173;C;CAPEZZI;Salernitana;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
177;A;ILICIC;Atalanta;10;6,39;7,11;3;0;0;1;0;1;1;1;0;0
181;C;VECINO;Inter;8;6,17;6,58;1;0;0;0;0;0;0;1;0;0
184;C;BERNARDESCHI;Juventus;8;5,64;5,57;0;0;0;0;0;0;0;1;0;0
186;A;REBIC;Milan;8;6,25;6,88;1;0;0;0;0;0;2;0;0;0
215;A;VERDE;Spezia;9;6,33;7,44;3;0;0;0;0;0;1;0;0;0
218;P;PERIN;Juventus;2;6,25;4,25;0;4;0;0;0;0;0;0;0;0
220;P;UJKANI;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
224;D;DE MAIO;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
226;D;IZZO;Torino;2;5,25;5,25;0;0;0;0;0;0;0;0;0;0
236;C;LAZOVIC;Verona;10;5,95;6,05;0;0;0;0;0;0;1;0;0;0
238;C;RINCON;Torino;4;6;5,75;0;0;0;0;0;0;0;1;0;0
244;D;GHIGLIONE;Genoa;5;5,75;6;0;0;0;0;0;0;1;0;0;0
245;A;PANDEV;Genoa;10;5,72;5,78;0;0;0;0;0;0;1;1;0;0
247;A;PAVOLETTI;Cagliari;8;5,9;6,5;1;0;0;0;0;0;0;1;0;0
250;P;HANDANOVIC;Inter;10;6,15;4,95;0;12;0;0;0;0;0;0;0;0
252;D;BIRAGHI;Fiorentina;10;6;6,2;0;0;0;1;1;0;0;2;0;0
253;D;D'AMBROSIO;Inter;3;7;8,5;1;0;0;0;0;0;0;0;0;0
254;D;DIMARCO;Inter;9;6,44;7,06;2;0;0;1;0;1;2;0;0;0
256;D;JUAN JESUS;Napoli;2;0;0;0;0;0;0;0;0;0;0;0;0
259;D;MURILLO;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
261;D;RANOCCHIA;Inter;1;6;6;0;0;0;0;0;0;0;0;0;0
264;C;BESSA;Verona;4;6,25;7;1;0;0;0;0;0;0;0;0;0
265;C;BROZOVIC;Inter;10;6,2;6,15;0;0;0;0;0;0;1;3;0;0
272;C;MEDEL;Bologna;9;5,67;5,56;0;0;0;0;0;0;0;2;0;0
286;D;BONUCCI;Juventus;9;6,11;6,39;0;0;0;1;1;0;0;1;0;0
287;D;CACERES;Cagliari;7;5,93;6,43;1;0;0;0;0;0;1;1;0;0
288;D;CHIELLINI;Juventus;7;6,36;6,21;0;0;0;0;0;0;0;2;0;0
294;D;RUGANI;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
302;C;PEREYRA;Udinese;9;6,06;6,56;1;0;0;1;1;0;0;1;1;0
305;C;STURARO;Genoa;5;5,3;5,2;0;0;0;0;0;0;0;1;0;0
306;A;CERRI;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
309;A;DYBALA;Juventus;7;6,57;8,21;2;0;0;1;1;0;3;1;0;0
311;A;LLORENTE;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
313;A;MORATA;Juventus;9;5,78;6,39;2;0;0;0;0;0;0;1;0;0
315;A;ZAZA;Torino;1;0;0;0;0;0;0;0;0;0;0;0;0
316;P;BERISHA;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
318;P;MARCHETTI;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
322;D;DE VRIJ;Inter;10;5,8;5,75;0;0;0;0;0;0;0;1;0;0
327;D;PATRIC;Lazio;5;5,5;5,33;0;0;0;0;0;0;0;1;0;0
329;D;RADU;Lazio;1;4;4;0;0;0;0;0;0;0;0;0;0
332;C;CANDREVA;Sampdoria;10;6,6;7,95;4;0;0;0;0;0;2;1;0;0
333;C;CATALDI;Lazio;8;6,07;6,36;1;0;0;0;0;0;0;2;0;0
335;C;FELIPE ANDERSON;Lazio;10;6,3;7,35;3;0;0;0;0;0;2;1;0;0
345;A;KEITA B.;Cagliari;8;6,07;7;2;0;0;0;0;0;1;1;0;0
357;D;CALABRIA;Milan;8;6,31;7,12;2;0;0;0;0;0;1;1;0;0
358;D;DE SCIGLIO;Juventus;5;6;5,83;0;0;0;0;0;0;0;1;0;0
367;C;BONAVENTURA;Fiorentina;10;6,25;6,45;1;0;0;0;0;0;1;4;0;0
376;C;VERDI;Torino;2;6,25;7,75;1;0;0;0;0;0;0;0;0;0
383;A;PETAGNA;Napoli;7;7;10;1;0;0;0;0;0;0;0;0;0
387;P;REINA;Lazio;10;6,15;4,5;0;17;0;0;0;0;1;1;0;0
390;D;GHOULAM;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
392;D;KOULIBALY;Napoli;9;6,89;7,61;2;0;0;0;0;0;1;1;0;0
393;D;LUPERTO;Empoli;6;5,8;5,6;0;0;0;0;0;0;0;2;0;0
400;C;DEZI;Venezia;1;6;6;0;0;0;0;0;0;0;0;0;0
406;C;CALLEJON;Fiorentina;10;5,72;5,72;0;0;0;0;0;0;0;0;0;0
407;A;GABBIADINI;Sampdoria;4;5,88;6;0;0;0;0;0;0;1;1;0;0
409;A;INSIGNE;Napoli;9;6,33;6,22;0;0;0;5;2;3;2;0;0;0
410;A;MERTENS;Napoli;3;6,5;6,5;0;0;0;0;0;0;0;1;0;0
418;D;GOLDANIGA;Sassuolo;1;0;0;0;0;0;0;0;0;0;0;0;0
434;C;JAJALO;Udinese;3;0;0;0;0;0;0;0;0;0;0;0;0
440;C;VIOLA;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
441;A;BELOTTI;Torino;5;5,9;6,5;1;0;0;0;0;0;0;0;0;0
447;A;LA GUMINA;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
453;P;SZCZESNY;Juventus;8;5,88;5;0;9;1;0;0;0;0;2;0;0
454;D;CAPRADOSSI;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
459;D;MANOLAS;Napoli;4;5,62;5,5;0;0;0;0;0;0;0;1;0;0
460;D;ROMAGNOLI;Milan;7;6,25;6,17;0;0;0;0;0;0;0;1;0;0
464;D;FLORENZI;Milan;5;5,88;5,88;0;0;0;0;0;0;0;0;0;0
467;C;NAINGGOLAN;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
470;C;STROOTMAN;Cagliari;6;5,67;5,33;0;0;0;0;0;0;0;4;0;0
472;A;DESTRO;Genoa;7;6,71;9,14;6;0;0;0;0;0;0;2;0;0
475;A;IAGO FALQUE;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
479;A;SANABRIA;Torino;10;6,05;6,7;2;0;0;0;0;0;1;1;0;0
481;P;BRIGNOLI;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
487;D;DE SILVESTRI;Bologna;9;6,22;6,89;2;0;0;0;0;0;1;2;0;0
495;A;CORREA;Inter;6;6;6,83;2;0;0;0;0;0;0;2;0;0
505;A;BONAZZOLI;Salernitana;9;6,17;6,61;1;0;0;1;1;0;0;4;0;0
507;A;MURIEL;Atalanta;5;6,1;6,9;1;0;0;0;0;0;1;0;0;0
509;P;CONSIGLI;Sassuolo;10;6,25;4,9;0;13;0;0;0;0;0;1;0;0
510;P;PEGOLO;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
513;D;ACERBI;Lazio;8;5,94;5,81;0;0;0;0;0;0;0;0;1;0
521;D;PELUSO;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
526;C;DUNCAN;Fiorentina;9;6;5,94;0;0;0;0;0;0;0;1;0;0
528;C;MAGNANELLI;Sassuolo;4;5,5;5,5;0;0;0;0;0;0;0;0;0;0
530;C;PELLEGRINI LO.;Roma;9;6,67;8,33;5;0;0;0;0;0;2;2;1;0
531;A;BERARDI;Sassuolo;8;6,62;8,31;3;0;0;1;1;0;2;1;0;0
536;A;POLITANO;Napoli;9;6,22;6,61;1;0;0;0;0;0;1;1;0;0
537;A;SANSONE;Bologna;6;5,9;5,9;0;0;0;0;0;0;1;2;0;0
543;P;PADELLI;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
550;D;MAKSIMOVIC;Genoa;5;5,4;5,2;0;0;0;0;0;0;0;2;0;0
551;D;MOLINARO;Venezia;5;6;6,2;0;0;0;0;0;0;1;0;0;0
554;D;ZAPPACOSTA;Atalanta;9;6,25;6,69;1;0;0;0;0;0;1;1;0;0
556;C;BASELLI;Torino;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
557;C;BENASSI;Fiorentina;6;5,62;5,5;0;0;0;0;0;0;0;1;0;0
560;C;OBI;Salernitana;9;6,06;6,06;0;0;0;0;0;0;1;2;0;0
568;A;QUAGLIARELLA;Sampdoria;10;5,94;6,39;0;0;0;1;1;0;1;0;0;0
572;P;MERET;Napoli;2;6,25;5,75;0;1;0;0;0;0;0;0;0;0
574;P;SCUFFET;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
581;D;FARAONI;Verona;9;6,22;7;2;0;0;0;0;0;2;2;0;0
600;C;VERRE;Sampdoria;5;5,88;5,88;0;0;0;0;0;0;0;0;0;0
608;A;ZAPATA D.;Atalanta;8;6,69;8,75;3;0;0;2;2;0;2;1;0;0
630;D;SALA;Spezia;5;5,75;5,62;0;0;0;0;0;0;0;1;0;0
632;C;ZACCAGNI;Lazio;5;6,3;7,5;1;0;0;1;1;0;0;0;0;0
633;D;FARES;Genoa;7;5,93;6,79;2;0;0;0;0;0;1;2;0;0
640;D;CHIRICHES;Sassuolo;9;6,12;5,94;0;0;0;0;0;0;0;3;0;0
643;A;DEFREL;Sassuolo;10;5,92;6;0;0;0;0;0;0;1;1;0;0
644;C;PULGAR;Fiorentina;5;5,75;5,75;0;0;0;0;0;0;1;2;0;0
645;C;MILINKOVIC-SAVIC;Lazio;10;6,4;7,55;3;0;0;0;0;0;4;3;0;0
647;A;DZEKO;Inter;10;6,83;9,22;7;0;0;0;0;0;1;1;0;0
649;A;MANAJ;Spezia;5;5,75;5,62;0;0;0;0;0;0;0;1;0;0
652;A;KALINIC;Verona;7;6,14;7,29;3;0;0;0;0;0;0;2;0;0
660;D;GYOMBER;Salernitana;9;5,67;5,56;0;0;0;0;0;0;0;2;0;0
662;D;ALEX SANDRO;Juventus;9;5,94;5,88;0;0;0;0;0;0;0;1;0;0
695;D;TOLOI;Atalanta;6;6;6,33;1;0;0;0;0;0;0;2;0;0
697;D;CUADRADO;Juventus;8;6,06;6,31;1;0;0;0;0;0;0;2;0;0
704;C;PERISIC;Inter;8;6,25;7;1;0;0;1;1;0;1;2;0;0
706;D;ANSALDI;Torino;7;6,5;7;0;0;0;0;0;0;3;0;0;0
720;P;BELEC;Salernitana;10;6,2;4;0;22;0;0;0;0;0;0;0;0
758;D;MANTOVANI;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
761;P;AUDERO;Sampdoria;10;6;4;0;20;0;0;0;0;0;0;0;0
770;D;PEZZELLA GIU.;Atalanta;7;6;5,75;0;0;0;0;0;0;0;2;0;0
779;C;CRISTANTE;Roma;10;5,95;6,05;1;0;0;0;0;0;0;4;0;0
785;A;IMMOBILE;Lazio;9;6,61;9,11;5;0;0;4;3;1;2;1;0;0
787;D;DJIMSITI;Atalanta;7;5,93;5,93;0;0;0;0;0;0;0;0;0;0
788;C;FREULER;Atalanta;8;5,81;5,62;0;0;0;0;0;0;0;3;0;0
790;D;SAMIR;Udinese;10;5,95;5,75;0;0;0;0;0;0;0;4;0;0
791;D;SABELLI;Genoa;4;5,88;5,75;0;0;0;0;0;0;0;1;0;0
795;A;EL SHAARAWY;Roma;10;6;6,31;1;0;0;0;0;0;0;1;0;0
798;D;SKRINIAR;Inter;9;6,06;6,67;2;0;0;0;0;0;0;1;0;0
799;P;BARDI;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
801;C;GAGLIARDINI;Inter;5;6,1;6,1;0;0;0;0;0;0;1;2;0;0
805;D;FIAMOZZI;Empoli;2;0;0;0;0;0;0;0;0;0;0;0;0
819;A;FAVILLI;Genoa;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
827;C;LOCATELLI;Juventus;10;6,22;6,94;2;0;0;0;0;0;1;1;0;0
1839;A;EDERA;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
1843;P;RADU I.;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
1847;D;CALDARA;Venezia;7;5,5;5,33;0;0;0;0;0;0;0;2;0;0
1850;C;KESSIE';Milan;7;6,08;6,08;0;0;0;2;1;1;0;0;0;0
1852;D;SPINAZZOLA;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
1857;A;DI FRANCESCO F.;Empoli;6;6,42;7,42;2;0;0;0;0;0;0;0;0;0
1866;D;CEPPITELLI;Cagliari;9;5,83;6,11;1;0;0;0;0;0;0;1;0;0
1868;D;MURRU;Sampdoria;5;5,38;5,12;0;0;0;0;0;0;0;2;0;0
1870;C;BARELLA;Inter;10;6,75;7,4;1;0;0;0;0;0;5;3;0;0
1871;C;DEIOLA;Cagliari;10;5,8;6;1;0;0;0;0;0;0;2;0;0
1874;A;JOAO PEDRO;Cagliari;10;6,3;8,2;4;0;0;2;2;0;2;2;0;0
1879;A;FARIAS;Cagliari;2;6;6;0;0;0;0;0;0;0;0;0;0
1889;P;CORDAZ;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
1891;D;CECCHERINI;Verona;8;5,81;5,62;0;0;0;0;0;0;0;3;0;0
1895;D;FERRARI G.;Sassuolo;10;5,7;5,6;0;0;0;0;0;0;0;2;0;0
1917;P;DRAGOWSKI;Fiorentina;5;6;5,2;0;6;1;0;0;0;0;0;1;0
1930;P;PINSOGLIO;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
1933;C;MANDRAGORA;Torino;8;6,07;6;0;0;0;0;0;0;1;3;0;0
1934;P;STRAKOSHA;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
1943;A;NESTOROVSKI;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
1946;P;ARESTI;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
1947;P;FIORILLO;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
1958;A;CAPRARI;Verona;8;6,93;8,71;3;0;0;0;0;0;4;1;0;0
1972;C;TORREIRA;Fiorentina;7;6,07;6,07;0;0;0;0;0;0;0;0;0;0
1978;C;SENSI;Inter;4;6;6;0;0;0;0;0;0;0;0;0;0
1980;C;ARAMU;Venezia;7;6,5;7,79;2;0;0;1;1;0;1;2;0;0
