Id;R;Nome;Squadra;Pg;Mv;Mf;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
4998;D;MOLINA N.;Udinese;10;5,95;6,3;1;0;0;0;0;0;1;1;0;0
5001;C;MIRANCHUK;Atalanta;6;5,67;5,67;0;0;0;0;0;0;0;0;0;0
5004;A;FORESTIERI;Udinese;2;7;9,5;1;0;0;0;0;0;0;1;0;0
5005;P;ZOET;Spezia;7;5,79;3,5;0;19;1;0;0;0;0;0;0;0
5007;C;ILIC;Verona;10;6,35;6,65;1;0;0;0;0;0;3;2;0;1
5010;D;ISMAJLI;Empoli;7;5,64;5,14;0;0;0;0;0;0;0;3;0;1
5012;A;MURIQI;Lazio;6;5,75;5,75;0;0;0;0;0;0;0;0;0;0
5017;D;BALLO-TOURE';Milan;5;5,5;5,33;0;0;0;0;0;0;0;1;0;0
5119;C;SAMARDZIC;Udinese;7;6,67;8;1;0;0;0;0;0;1;0;0;0
5233;A;MAYORAL;Roma;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5286;C;AKPA AKPRO;Lazio;7;5,3;5,2;0;0;0;0;0;0;0;1;0;0
5287;C;ARSLAN;Udinese;9;5,69;5,56;0;0;0;0;0;0;0;2;0;0
5292;A;LAMMERS;Atalanta;2;6;6;0;0;0;0;0;0;0;0;0;0
5298;C;POBEGA;Torino;8;6,31;6,81;2;0;0;0;0;0;0;4;0;0
5300;D;HICKEY;Bologna;9;5,83;6,39;2;0;0;0;0;0;0;2;0;0
5304;P;BOER;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
5306;P;ALIA;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
5310;A;HAUGE;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
5311;A;SHOMURODOV;Roma;8;6,12;6,62;0;0;0;0;0;0;2;1;0;0
5312;C;LEO' SENA;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5316;D;AMIONE;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
5323;D;MARTINEZ QUARTA;Fiorentina;6;6;6,25;1;0;0;0;0;0;0;3;0;0
5329;C;MAKENGO;Udinese;10;5,9;6;0;0;0;0;0;0;1;0;0;0
5332;D;BASTONI S.;Spezia;9;6,06;6,5;2;0;0;0;0;0;0;2;1;0
5336;A;NZOLA;Spezia;7;5,5;5,5;0;0;0;0;0;0;0;1;0;0
5354;D;RUGGERI;Salernitana;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0
5355;D;UDOGIE;Udinese;8;5,86;5,86;0;0;0;0;0;0;0;0;0;0
5360;A;VERGANI;Salernitana;1;0;0;0;0;0;0;0;0;0;0;0;0
5365;D;DRAGUSIN;Sampdoria;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
5375;D;MAEHLE;Atalanta;9;5,72;5,61;0;0;0;0;0;0;0;2;0;0
5378;A;ODDEI;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
5391;A;KOKORIN;Fiorentina;3;6;6;0;0;0;0;0;0;0;1;0;0
5397;C;KOVALENKO;Spezia;4;6,12;7,12;1;0;0;0;0;0;1;0;0;0
5398;D;REYNOLDS;Roma;1;0;0;0;0;0;0;0;0;0;0;0;0
5420;C;DARBOE;Roma;1;6;6;0;0;0;0;0;0;0;0;0;0
5422;C;ZALEWSKI;Roma;2;0;0;0;0;0;0;0;0;0;0;0;0
5423;C;BOVE;Roma;1;0;0;0;0;0;0;0;0;0;0;0;0
5439;A;KALLON;Genoa;10;5,9;5,85;0;0;0;0;0;0;1;3;0;0
5444;C;CORTINOVIS;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
5445;D;BINKS;Bologna;3;6,25;6,25;0;0;0;0;0;0;0;0;0;0
5446;A;VAN HOOIJDONK;Bologna;2;6;6;0;0;0;0;0;0;0;0;0;0
5447;D;ALTARE;Cagliari;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5448;P;FURLAN;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5449;D;PARISI;Empoli;2;5;5;0;0;0;0;0;0;0;0;0;0
5450;D;STOJANOVIC;Empoli;10;5,8;5,7;0;0;0;0;0;0;1;4;0;0
5451;C;BAJRAMI;Empoli;10;6,22;7;0;0;0;2;2;0;1;0;0;0
5452;C;DAMIANI;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5453;C;RICCI S.;Empoli;9;5,83;6;1;0;0;0;0;0;0;1;1;0
5454;A;MANCUSO;Empoli;6;5,92;6,42;1;0;0;0;0;0;0;0;0;0
5455;A;MOREO;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5456;D;FERRARINI;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
5457;C;MALEH;Fiorentina;6;6;6;0;0;0;0;0;0;0;0;0;0
5458;A;MUNTEANU;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
5459;A;BUKSA;Genoa;1;5;5;0;0;0;0;0;0;0;0;0;0
5460;A;SATRIANO;Inter;2;6;6;0;0;0;0;0;0;0;0;0;0
5461;D;KAMENOVIC;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
5462;C;CIERVO;Sampdoria;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5463;D;AYA;Salernitana;2;5;4,75;0;0;0;0;0;0;0;1;0;0
5464;D;BOGDAN;Salernitana;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5465;D;SY;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5466;D;STRANDBERG;Salernitana;9;5,61;5,28;0;0;0;0;0;0;0;0;1;1
5467;C;BOULTAM;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5468;C;CAVION;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5469;C;DI TACCHIO;Salernitana;8;5,57;5,5;0;0;0;0;0;0;0;1;0;0
5470;C;SCHIAVONE;Salernitana;5;6,5;8;1;0;0;0;0;0;0;0;0;0
5471;A;DJURIC;Salernitana;9;5,89;6,17;1;0;0;0;0;0;0;1;0;0
5472;A;KRISTOFFERSEN;Salernitana;1;0;0;0;0;0;0;0;0;0;0;0;0
5473;D;KAIQUE ROCHA;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
5475;D;AMIAN;Spezia;6;5,5;5,5;0;0;0;0;0;0;1;0;1;0
5476;C;KORNVIG;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5477;A;WARMING;Torino;1;0;0;0;0;0;0;0;0;0;0;0;0
5478;P;MAENPAA;Venezia;6;5,92;4,33;0;9;0;0;0;0;0;1;0;0
5479;D;CECCARONI;Venezia;10;5,8;5,95;1;0;0;0;0;0;0;3;0;0
5480;D;EBUEHI;Venezia;6;5,58;5,5;0;0;0;0;0;0;0;1;0;0
5481;D;MAZZOCCHI;Venezia;8;5,81;5,69;0;0;0;0;0;0;0;2;0;0
5482;D;MODOLO;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5483;D;SCHNEGG;Venezia;3;5,5;5,5;0;0;0;0;0;0;0;1;0;0
5484;D;SVOBODA;Venezia;7;5,79;5,79;0;0;0;0;0;0;0;0;0;0
5485;C;BJARKASON;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5486;C;CRNIGOJ;Venezia;9;5,94;5,89;0;0;0;0;0;0;0;1;0;0
5487;C;HEYMANS;Venezia;7;5,83;5,67;0;0;0;0;0;0;1;4;0;0
5488;C;FIORDILINO;Venezia;3;6,25;6;0;0;0;0;0;0;0;1;0;0
5489;C;PECILE;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5490;C;PERETZ;Venezia;5;5,7;5,7;0;0;0;0;0;0;0;0;0;0
5491;C;TAUGOURDEAU;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5492;C;TESSMANN;Venezia;2;5,5;5,25;0;0;0;0;0;0;0;1;0;0
5493;A;BOCALON;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5494;A;DI MARIANO;Venezia;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5495;A;FORTE;Venezia;7;5,75;5,58;0;0;0;0;0;0;0;2;0;0
5496;A;JOHNSEN;Venezia;8;5,94;5,81;0;0;0;0;0;0;0;2;0;0
5498;D;CASALE;Verona;9;6,06;6,12;0;0;0;0;0;0;1;2;0;0
5499;C;HONGLA;Verona;7;5,5;5,42;0;0;0;0;0;0;0;1;0;0
5500;A;CANCELLIERI;Verona;4;5,83;5,83;0;0;0;0;0;0;0;0;0;0
5501;C;SIGURDSSON A.;Venezia;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0
5502;P;ADAMONIS;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
5503;D;KECHRIDA;Salernitana;8;5,81;5,81;0;0;0;0;0;0;0;0;0;0
5504;C;COULIBALY L.;Salernitana;7;6;5,93;0;0;0;0;0;0;0;1;0;0
5505;A;KAIO JORGE;Juventus;3;6;6;0;0;0;0;0;0;0;0;0;0
5506;A;EKUBAN;Genoa;7;5,64;5,57;0;0;0;0;0;0;0;1;0;0
5507;C;BUSIO;Venezia;9;6;6,33;1;0;0;0;0;0;1;2;0;0
5508;C;VACCA;Venezia;7;5,93;5,79;0;0;0;0;0;0;0;2;0;0
5509;D;VINA;Roma;8;5,62;5,69;0;0;0;0;0;0;1;1;0;0
5510;C;ROMERO L.;Lazio;1;0;0;0;0;0;0;0;0;0;0;0;0
5511;C;MATHEUS HENRIQUE;Sassuolo;2;6;6;0;0;0;0;0;0;0;0;0;0
5512;A;DE LUCA;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
5513;D;DUMFRIES;Inter;8;5,86;5,93;0;0;0;0;0;0;1;1;0;0
5514;D;VASQUEZ;Genoa;3;5,67;6,5;1;0;0;0;0;0;0;1;0;0
5515;A;OKEREKE;Venezia;9;6,06;6,72;2;0;0;0;0;0;0;0;0;0
5516;C;BIANCO;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
5517;C;YEPES;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
5518;P;MARFELLA;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5519;C;SHER;Spezia;1;6;6;0;0;0;0;0;0;0;0;0;0
5520;D;CAMBIASO;Genoa;10;6;6,45;1;0;0;0;0;0;2;1;0;0
5521;P;BERTINATO;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5523;A;BIANCHI F.;Genoa;2;6;6;0;0;0;0;0;0;0;0;0;0
5524;D;SERPE;Genoa;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5525;A;GALAZZI;Venezia;1;6;6;0;0;0;0;0;0;0;0;0;0
5526;D;SCALVINI;Atalanta;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5527;D;ZANOLI;Napoli;1;0;0;0;0;0;0;0;0;0;0;0;0
5528;P;ZOVKO;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5529;A;HENRY;Venezia;9;5,88;6,06;1;0;0;0;0;0;1;1;0;1
5673;A;ANTISTE;Spezia;9;5,81;6,19;1;0;0;0;0;0;0;0;0;0
5674;C;BASIC;Lazio;4;5,67;5,5;0;0;0;0;0;0;0;1;0;0
5675;D;THEATE;Bologna;5;6,2;7,6;2;0;0;0;0;0;1;0;0;0
5676;A;SUCCESS;Udinese;2;6,5;8;1;0;0;0;0;0;0;0;0;0
5677;D;PEREZ N.;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
5678;D;HOLM;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5682;P;MOLLA;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
5684;C;TOURE' A.;Genoa;5;5,4;5,3;0;0;0;0;0;0;0;1;0;0
5685;C;KOOPMEINERS;Atalanta;7;6,42;6,42;0;0;0;0;0;0;0;0;0;0
5686;D;SOPPY;Udinese;8;6,17;6,17;0;0;0;0;0;0;0;0;0;0
5688;C;HARROUI;Sassuolo;5;5,5;5,33;0;0;0;0;0;0;0;1;0;0
5689;C;IHATTAREN;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
5690;A;STRELEC;Spezia;5;5,88;6,62;1;0;0;0;0;0;0;0;0;0
5691;D;ZIMA;Torino;3;6,25;6,25;0;0;0;0;0;0;0;0;0;0
5693;D;KIWIOR;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5694;A;BETO;Udinese;8;6,25;7,38;3;0;0;0;0;0;0;0;0;0
5695;D;HAPS;Venezia;3;6;6;0;0;0;0;0;0;0;0;0;0
5701;D;OBERT;Cagliari;1;6;6;0;0;0;0;0;0;0;0;0;0
5704;P;RUSSO;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5705;C;GALDAMES;Genoa;2;6;6;0;0;0;0;0;0;0;0;0;0
5707;P;PIANA;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
5713;P;NERI;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5714;A;GONDO;Salernitana;7;6;6,36;1;0;0;0;0;0;0;1;0;0
5716;A;PODGOREANU;Spezia;4;5,75;6,25;0;0;0;0;0;0;1;0;0;0
5718;D;VITI;Empoli;4;5,5;5;0;0;0;0;0;0;0;0;0;1
5719;C;ASLLANI;Empoli;3;6;6;0;0;0;0;0;0;0;0;0;0
5722;C;NGUIAMBA;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5725;C;KONE B.;Torino;1;5;5;0;0;0;0;0;0;0;0;0;0
5728;A;AFENA-GYAN;Roma;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
